card_number,customer_id,card_type,card_limit,outstanding_amount,status,issued_date,expiry_date
CARD98597,CUST98269,Visa Gold,1102.05,5006.11,Active,2025-01-15,2030-01-15
CARD98598,CUST98857,Visa Platinum,15526.41,1506.67,Active,2025-01-15,2030-01-15
CARD98599,CUST98990,Amex Elite,23844.35,1908.9,Active,2025-01-15,2030-01-15
CARD98600,CUST98277,Visa Gold,10082.32,2554.33,Active,2025-01-15,2030-01-15
CARD98601,CUST98770,Visa Gold,45518.34,5145.06,Active,2025-01-15,2030-01-15
CARD98602,CUST98300,Visa Platinum,28497.47,7466.16,Active,2025-01-15,2030-01-15
CARD98603,CUST98674,Visa Gold,39578.81,4185.22,Active,2025-01-15,2030-01-15
CARD98604,CUST98594,Mastercard Standard,5527.07,6871.84,Active,2025-01-15,2030-01-15
CARD98605,CUST98155,Visa Platinum,47572.94,869.84,Active,2025-01-15,2030-01-15
CARD98606,CUST98643,Visa Gold,45699.27,6136.78,Active,2025-01-15,2030-01-15
CARD98607,CUST98738,Visa Platinum,13942.05,96.63,Active,2025-01-15,2030-01-15
CARD98608,CUST98675,Visa Gold,23412.22,6034.06,Active,2025-01-15,2030-01-15
CARD98609,CUST98164,Visa Platinum,45005.02,3271.74,Active,2025-01-15,2030-01-15
CARD98610,CUST98557,Mastercard Standard,7605.74,5091.87,Active,2025-01-15,2030-01-15
CARD98611,CUST98448,Amex Elite,32332.57,6529.29,Active,2025-01-15,2030-01-15
CARD98612,CUST98278,Mastercard Standard,3645.8,2159.58,Active,2025-01-15,2030-01-15
CARD98613,CUST98974,Amex Elite,48480.04,9090.07,Active,2025-01-15,2030-01-15
CARD98614,CUST98630,Visa Platinum,22253.51,4504.1,Active,2025-01-15,2030-01-15
CARD98615,CUST98333,Visa Platinum,41296.85,5478.49,Active,2025-01-15,2030-01-15
CARD98616,CUST98808,Visa Platinum,36925.11,5286.14,Active,2025-01-15,2030-01-15
CARD98617,CUST98186,Mastercard Standard,25855.48,2317.69,Active,2025-01-15,2030-01-15
CARD98618,CUST98889,Mastercard Standard,7008.28,8074.31,Active,2025-01-15,2030-01-15
CARD98619,CUST98373,Visa Gold,31000.88,6271.1,Active,2025-01-15,2030-01-15
CARD98620,CUST98362,Visa Gold,40522.69,9617.15,Active,2025-01-15,2030-01-15
CARD98621,CUST98615,Visa Gold,27560.75,2777.97,Active,2025-01-15,2030-01-15
CARD98622,CUST98066,Amex Elite,47514.26,5672.41,Active,2025-01-15,2030-01-15
CARD98623,CUST98207,Amex Elite,14191.15,3874.21,Active,2025-01-15,2030-01-15
CARD98624,CUST98348,Amex Elite,48225.8,3894.05,Active,2025-01-15,2030-01-15
CARD98625,CUST98580,Visa Gold,40929.05,5411.55,Active,2025-01-15,2030-01-15
CARD98626,CUST98290,Visa Platinum,26155.66,9449.63,Active,2025-01-15,2030-01-15
CARD98627,CUST98892,Amex Elite,17729.38,7756.04,Active,2025-01-15,2030-01-15
CARD98628,CUST98800,Mastercard Standard,30121.75,7413.6,Active,2025-01-15,2030-01-15
CARD98629,CUST98330,Mastercard Standard,4459.96,5821.72,Active,2025-01-15,2030-01-15
CARD98630,CUST98054,Amex Elite,28107.63,3441.92,Active,2025-01-15,2030-01-15
CARD98631,CUST98054,Mastercard Standard,16282.91,1015.28,Active,2025-01-15,2030-01-15
CARD98632,CUST98749,Visa Gold,4913.91,8040.97,Active,2025-01-15,2030-01-15
CARD98633,CUST98641,Visa Platinum,21936.73,4910.35,Active,2025-01-15,2030-01-15
CARD98634,CUST98451,Visa Gold,18921.52,4277.61,Active,2025-01-15,2030-01-15
CARD98635,CUST98334,Mastercard Standard,13675.98,5369.76,Active,2025-01-15,2030-01-15
CARD98636,CUST98482,Amex Elite,33758.68,9109.77,Active,2025-01-15,2030-01-15
CARD98637,CUST98590,Visa Gold,11075.49,8180.35,Active,2025-01-15,2030-01-15
CARD98638,CUST98262,Mastercard Standard,22562.32,7402.99,Active,2025-01-15,2030-01-15
CARD98639,CUST98652,Visa Gold,36756.05,9129.41,Active,2025-01-15,2030-01-15
CARD98640,CUST98595,Mastercard Standard,17807.03,4578.97,Active,2025-01-15,2030-01-15
CARD98641,CUST98945,Amex Elite,9680.96,7818.09,Active,2025-01-15,2030-01-15
CARD98642,CUST98746,Amex Elite,40337.65,8593.99,Active,2025-01-15,2030-01-15
CARD98643,CUST98981,Amex Elite,27127.58,4376.55,Active,2025-01-15,2030-01-15
CARD98644,CUST98242,Visa Gold,23903.37,5448.2,Active,2025-01-15,2030-01-15
CARD98645,CUST98142,Amex Elite,6345.53,8982.49,Active,2025-01-15,2030-01-15
CARD98646,CUST98886,Visa Platinum,23838.38,8795.28,Active,2025-01-15,2030-01-15
CARD98647,CUST98572,Mastercard Standard,38986.56,870.78,Active,2025-01-15,2030-01-15
CARD98648,CUST98254,Visa Gold,14563.32,6914.71,Active,2025-01-15,2030-01-15
CARD98649,CUST98559,Mastercard Standard,33662.06,8331.51,Active,2025-01-15,2030-01-15
CARD98650,CUST98119,Visa Platinum,24225.83,8182.06,Active,2025-01-15,2030-01-15
CARD98651,CUST98449,Visa Platinum,17071.96,4014.83,Active,2025-01-15,2030-01-15
CARD98652,CUST98276,Visa Platinum,42739.68,5327.66,Active,2025-01-15,2030-01-15
CARD98653,CUST98531,Visa Gold,39363.75,4848.61,Active,2025-01-15,2030-01-15
CARD98654,CUST98592,Visa Gold,48344.93,8339.2,Active,2025-01-15,2030-01-15
CARD98655,CUST98395,Mastercard Standard,26147.15,6287.54,Active,2025-01-15,2030-01-15
CARD98656,CUST98889,Amex Elite,14858.59,4325.79,Active,2025-01-15,2030-01-15
CARD98657,CUST98412,Amex Elite,29813.45,6027.9,Active,2025-01-15,2030-01-15
CARD98658,CUST98030,Visa Gold,23466.93,8012.22,Active,2025-01-15,2030-01-15
CARD98659,CUST98972,Visa Gold,23237.98,7642.55,Active,2025-01-15,2030-01-15
CARD98660,CUST98962,Mastercard Standard,38744.07,1558.8,Active,2025-01-15,2030-01-15
CARD98661,CUST98557,Amex Elite,41867.64,5551.96,Active,2025-01-15,2030-01-15
CARD98662,CUST98365,Visa Gold,4798.26,5918.67,Active,2025-01-15,2030-01-15
CARD98663,CUST98986,Amex Elite,18784.89,2145.93,Active,2025-01-15,2030-01-15
CARD98664,CUST98861,Amex Elite,31903.79,4433.7,Active,2025-01-15,2030-01-15
CARD98665,CUST98384,Amex Elite,26408.94,3399.81,Active,2025-01-15,2030-01-15
CARD98666,CUST98597,Mastercard Standard,31586.75,2877.4,Active,2025-01-15,2030-01-15
CARD98667,CUST98439,Visa Gold,20626.26,850.35,Active,2025-01-15,2030-01-15
CARD98668,CUST98046,Mastercard Standard,1800.86,4832.93,Active,2025-01-15,2030-01-15
CARD98669,CUST98362,Visa Platinum,7084.76,2551.84,Active,2025-01-15,2030-01-15
CARD98670,CUST98540,Amex Elite,9365.28,7303.26,Active,2025-01-15,2030-01-15
CARD98671,CUST98582,Amex Elite,16789.28,6590.74,Active,2025-01-15,2030-01-15
CARD98672,CUST98377,Mastercard Standard,41499.45,7379.98,Active,2025-01-15,2030-01-15
CARD98673,CUST98696,Visa Gold,9348.67,2843.04,Active,2025-01-15,2030-01-15
CARD98674,CUST98688,Visa Platinum,42474.97,1771.47,Active,2025-01-15,2030-01-15
CARD98675,CUST98041,Visa Platinum,4854.87,8034.93,Active,2025-01-15,2030-01-15
CARD98676,CUST98603,Visa Platinum,16096.43,8060.5,Active,2025-01-15,2030-01-15
CARD98677,CUST98956,Mastercard Standard,5862.46,5929.84,Active,2025-01-15,2030-01-15
CARD98678,CUST98312,Visa Gold,2713.18,4646.73,Active,2025-01-15,2030-01-15
CARD98679,CUST98426,Visa Platinum,4644.06,263.62,Active,2025-01-15,2030-01-15
CARD98680,CUST98603,Mastercard Standard,43058.42,3398.63,Active,2025-01-15,2030-01-15
CARD98681,CUST98467,Visa Platinum,13016.91,793.76,Active,2025-01-15,2030-01-15
CARD98682,CUST98629,Mastercard Standard,47810.12,8279.94,Active,2025-01-15,2030-01-15
CARD98683,CUST98656,Mastercard Standard,14486.13,1261.34,Active,2025-01-15,2030-01-15
CARD98684,CUST98355,Mastercard Standard,1934.16,1034.68,Active,2025-01-15,2030-01-15
CARD98685,CUST98315,Visa Platinum,42361.31,9733.64,Active,2025-01-15,2030-01-15
CARD98686,CUST98253,Amex Elite,30522.12,2353.71,Active,2025-01-15,2030-01-15
CARD98687,CUST98698,Visa Platinum,48078.05,6255.71,Active,2025-01-15,2030-01-15
CARD98688,CUST98048,Visa Gold,25711.05,1515.8,Active,2025-01-15,2030-01-15
CARD98689,CUST98905,Visa Gold,8980.32,2734.53,Active,2025-01-15,2030-01-15
CARD98690,CUST98881,Visa Gold,6624.3,9938.99,Active,2025-01-15,2030-01-15
CARD98691,CUST98913,Amex Elite,30429.63,86.08,Active,2025-01-15,2030-01-15
CARD98692,CUST98234,Visa Gold,27948.41,9826.01,Active,2025-01-15,2030-01-15
CARD98693,CUST98218,Amex Elite,40860.52,5637.88,Active,2025-01-15,2030-01-15
CARD98694,CUST98413,Visa Gold,29260.15,152.73,Active,2025-01-15,2030-01-15
CARD98695,CUST98828,Visa Gold,6418.13,3580.91,Active,2025-01-15,2030-01-15
CARD98696,CUST98783,Visa Gold,17618.9,5370.0,Active,2025-01-15,2030-01-15
CARD98697,CUST98464,Visa Gold,26228.63,1308.62,Active,2025-01-15,2030-01-15
CARD98698,CUST98561,Mastercard Standard,42029.98,3710.95,Active,2025-01-15,2030-01-15
CARD98699,CUST98447,Visa Platinum,29559.39,4218.02,Active,2025-01-15,2030-01-15
CARD98700,CUST98952,Visa Gold,28534.18,1612.24,Active,2025-01-15,2030-01-15
CARD98701,CUST98307,Amex Elite,1682.92,675.13,Active,2025-01-15,2030-01-15
CARD98702,CUST98409,Amex Elite,26676.92,7589.53,Active,2025-01-15,2030-01-15
CARD98703,CUST98032,Visa Gold,26287.92,9643.65,Active,2025-01-15,2030-01-15
CARD98704,CUST98533,Amex Elite,10760.75,2231.03,Active,2025-01-15,2030-01-15
CARD98705,CUST98437,Visa Gold,12963.87,6905.26,Active,2025-01-15,2030-01-15
CARD98706,CUST98470,Visa Platinum,47374.68,3102.09,Active,2025-01-15,2030-01-15
CARD98707,CUST98387,Mastercard Standard,25563.09,8891.37,Active,2025-01-15,2030-01-15
CARD98708,CUST98087,Mastercard Standard,42545.34,7297.28,Active,2025-01-15,2030-01-15
CARD98709,CUST98188,Visa Platinum,44222.79,7340.83,Active,2025-01-15,2030-01-15
CARD98710,CUST98094,Visa Platinum,9116.88,3523.83,Active,2025-01-15,2030-01-15
CARD98711,CUST98055,Mastercard Standard,15206.42,9270.29,Active,2025-01-15,2030-01-15
CARD98712,CUST98137,Visa Gold,2408.44,9756.5,Active,2025-01-15,2030-01-15
CARD98713,CUST98918,Mastercard Standard,10567.07,132.19,Active,2025-01-15,2030-01-15
CARD98714,CUST98231,Mastercard Standard,2831.14,5714.34,Active,2025-01-15,2030-01-15
CARD98715,CUST98864,Visa Platinum,2757.25,5794.91,Active,2025-01-15,2030-01-15
CARD98716,CUST98050,Amex Elite,45963.14,9790.12,Active,2025-01-15,2030-01-15
CARD98717,CUST98720,Visa Gold,20537.7,2446.05,Active,2025-01-15,2030-01-15
CARD98718,CUST98236,Amex Elite,4462.88,1952.39,Active,2025-01-15,2030-01-15
CARD98719,CUST98221,Amex Elite,21134.08,9890.54,Active,2025-01-15,2030-01-15
CARD98720,CUST98484,Mastercard Standard,28414.69,1028.82,Active,2025-01-15,2030-01-15
CARD98721,CUST98643,Amex Elite,16723.22,4231.75,Active,2025-01-15,2030-01-15
CARD98722,CUST98059,Visa Platinum,44311.51,9148.11,Active,2025-01-15,2030-01-15
CARD98723,CUST98407,Mastercard Standard,27142.58,1045.15,Active,2025-01-15,2030-01-15
CARD98724,CUST98995,Amex Elite,48819.24,1566.89,Active,2025-01-15,2030-01-15
CARD98725,CUST98114,Visa Platinum,32634.33,2482.53,Active,2025-01-15,2030-01-15
CARD98726,CUST98696,Mastercard Standard,34563.35,3101.79,Active,2025-01-15,2030-01-15
CARD98727,CUST98546,Amex Elite,16592.49,8735.37,Active,2025-01-15,2030-01-15
CARD98728,CUST98834,Mastercard Standard,19963.56,5967.62,Active,2025-01-15,2030-01-15
CARD98729,CUST98211,Amex Elite,42496.89,8503.95,Active,2025-01-15,2030-01-15
CARD98730,CUST98939,Amex Elite,36486.16,301.98,Active,2025-01-15,2030-01-15
CARD98731,CUST98568,Visa Gold,13822.94,9693.45,Active,2025-01-15,2030-01-15
CARD98732,CUST98772,Amex Elite,29346.61,1116.59,Active,2025-01-15,2030-01-15
CARD98733,CUST98770,Amex Elite,30622.15,3585.04,Active,2025-01-15,2030-01-15
CARD98734,CUST98061,Visa Gold,32634.59,747.89,Active,2025-01-15,2030-01-15
CARD98735,CUST98366,Amex Elite,19039.08,4528.45,Active,2025-01-15,2030-01-15
CARD98736,CUST98377,Mastercard Standard,20437.39,7034.83,Active,2025-01-15,2030-01-15
CARD98737,CUST98733,Amex Elite,19076.02,7062.14,Active,2025-01-15,2030-01-15
CARD98738,CUST98296,Visa Gold,10906.93,536.77,Active,2025-01-15,2030-01-15
CARD98739,CUST98248,Visa Platinum,43596.21,5590.54,Active,2025-01-15,2030-01-15
CARD98740,CUST98717,Mastercard Standard,35359.0,1945.3,Active,2025-01-15,2030-01-15
CARD98741,CUST98542,Visa Platinum,9824.11,8136.86,Active,2025-01-15,2030-01-15
CARD98742,CUST98685,Visa Gold,6254.2,2026.94,Active,2025-01-15,2030-01-15
CARD98743,CUST98317,Visa Gold,45448.61,8252.19,Active,2025-01-15,2030-01-15
CARD98744,CUST98630,Visa Gold,36127.7,4517.76,Active,2025-01-15,2030-01-15
CARD98745,CUST98949,Mastercard Standard,40624.05,925.15,Active,2025-01-15,2030-01-15
CARD98746,CUST98699,Amex Elite,36958.76,502.41,Active,2025-01-15,2030-01-15
CARD98747,CUST98230,Visa Gold,13774.16,5973.54,Active,2025-01-15,2030-01-15
CARD98748,CUST98484,Mastercard Standard,34914.03,6545.6,Active,2025-01-15,2030-01-15
CARD98749,CUST98361,Mastercard Standard,9312.69,280.27,Active,2025-01-15,2030-01-15
CARD98750,CUST98633,Mastercard Standard,22206.08,6931.34,Active,2025-01-15,2030-01-15
CARD98751,CUST98374,Amex Elite,12641.32,4604.87,Active,2025-01-15,2030-01-15
CARD98752,CUST98822,Visa Platinum,11577.58,6193.69,Active,2025-01-15,2030-01-15
CARD98753,CUST98457,Amex Elite,33391.84,2845.09,Active,2025-01-15,2030-01-15
CARD98754,CUST98248,Mastercard Standard,1204.6,794.13,Active,2025-01-15,2030-01-15
CARD98755,CUST98588,Visa Gold,18791.9,3115.83,Active,2025-01-15,2030-01-15
CARD98756,CUST98396,Visa Gold,27090.42,9326.09,Active,2025-01-15,2030-01-15
CARD98757,CUST98151,Visa Platinum,48739.09,6195.45,Active,2025-01-15,2030-01-15
CARD98758,CUST98451,Visa Platinum,49996.71,4607.63,Active,2025-01-15,2030-01-15
CARD98759,CUST98114,Mastercard Standard,15820.37,2773.26,Active,2025-01-15,2030-01-15
CARD98760,CUST98370,Amex Elite,33593.48,4214.39,Active,2025-01-15,2030-01-15
CARD98761,CUST98728,Visa Platinum,10589.16,6935.91,Active,2025-01-15,2030-01-15
CARD98762,CUST98335,Visa Gold,28410.37,2412.54,Active,2025-01-15,2030-01-15
CARD98763,CUST98331,Visa Gold,4059.92,5793.55,Active,2025-01-15,2030-01-15
CARD98764,CUST98514,Amex Elite,41987.12,3050.44,Active,2025-01-15,2030-01-15
CARD98765,CUST98478,Visa Gold,19764.45,3056.46,Active,2025-01-15,2030-01-15
CARD98766,CUST98626,Amex Elite,7744.7,3492.44,Active,2025-01-15,2030-01-15
CARD98767,CUST98366,Amex Elite,21188.91,1266.64,Active,2025-01-15,2030-01-15
CARD98768,CUST98184,Visa Gold,44052.56,980.34,Active,2025-01-15,2030-01-15
CARD98769,CUST98301,Visa Gold,22192.96,8413.26,Active,2025-01-15,2030-01-15
CARD98770,CUST98463,Visa Gold,14325.31,985.34,Active,2025-01-15,2030-01-15
CARD98771,CUST98370,Visa Gold,5158.15,6865.86,Active,2025-01-15,2030-01-15
CARD98772,CUST98528,Visa Gold,13280.78,2916.91,Active,2025-01-15,2030-01-15
CARD98773,CUST98208,Visa Platinum,49615.66,9349.99,Active,2025-01-15,2030-01-15
CARD98774,CUST98336,Visa Platinum,10902.99,3670.58,Active,2025-01-15,2030-01-15
CARD98775,CUST98651,Visa Platinum,4813.14,2454.93,Active,2025-01-15,2030-01-15
CARD98776,CUST98893,Amex Elite,19376.75,5886.84,Active,2025-01-15,2030-01-15
CARD98777,CUST98327,Amex Elite,46867.0,73.69,Active,2025-01-15,2030-01-15
CARD98778,CUST98447,Amex Elite,7858.42,2534.92,Active,2025-01-15,2030-01-15
CARD98779,CUST98248,Visa Gold,39143.88,6833.06,Active,2025-01-15,2030-01-15
CARD98780,CUST98905,Visa Gold,47521.87,8203.98,Active,2025-01-15,2030-01-15
CARD98781,CUST98106,Amex Elite,15076.65,9789.48,Active,2025-01-15,2030-01-15
CARD98782,CUST98282,Mastercard Standard,22773.05,1727.49,Active,2025-01-15,2030-01-15
CARD98783,CUST98287,Visa Gold,8924.44,1724.63,Active,2025-01-15,2030-01-15
CARD98784,CUST98927,Amex Elite,1258.74,4245.99,Active,2025-01-15,2030-01-15
CARD98785,CUST98908,Visa Gold,43686.05,5825.18,Active,2025-01-15,2030-01-15
CARD98786,CUST98210,Mastercard Standard,19763.17,6703.75,Active,2025-01-15,2030-01-15
CARD98787,CUST98482,Visa Gold,38970.59,2953.63,Active,2025-01-15,2030-01-15
CARD98788,CUST98124,Visa Platinum,40377.24,5820.07,Active,2025-01-15,2030-01-15
CARD98789,CUST98158,Visa Gold,40207.74,6106.2,Active,2025-01-15,2030-01-15
CARD98790,CUST98663,Mastercard Standard,5787.73,8843.66,Active,2025-01-15,2030-01-15
CARD98791,CUST98671,Amex Elite,31172.32,3454.99,Active,2025-01-15,2030-01-15
CARD98792,CUST98353,Amex Elite,25916.87,8467.78,Active,2025-01-15,2030-01-15
CARD98793,CUST98963,Visa Gold,31177.6,619.03,Active,2025-01-15,2030-01-15
CARD98794,CUST98574,Amex Elite,44821.81,1424.23,Active,2025-01-15,2030-01-15
CARD98795,CUST98761,Visa Platinum,36138.21,9475.08,Active,2025-01-15,2030-01-15
CARD98796,CUST98924,Visa Gold,43116.79,2438.9,Active,2025-01-15,2030-01-15
CARD98797,CUST98413,Amex Elite,23478.86,6457.51,Active,2025-01-15,2030-01-15
CARD98798,CUST98038,Visa Platinum,1964.0,8817.14,Active,2025-01-15,2030-01-15
CARD98799,CUST98874,Mastercard Standard,4337.29,3522.1,Active,2025-01-15,2030-01-15
CARD98800,CUST98499,Visa Gold,39019.84,9433.85,Active,2025-01-15,2030-01-15
CARD98801,CUST98807,Visa Platinum,6524.78,7484.76,Active,2025-01-15,2030-01-15
CARD98802,CUST98734,Mastercard Standard,15393.44,9055.15,Active,2025-01-15,2030-01-15
CARD98803,CUST98829,Visa Gold,22211.93,6011.89,Active,2025-01-15,2030-01-15
CARD98804,CUST98062,Mastercard Standard,11119.5,6748.53,Active,2025-01-15,2030-01-15
CARD98805,CUST98412,Mastercard Standard,35060.74,1227.64,Active,2025-01-15,2030-01-15
CARD98806,CUST98222,Amex Elite,32475.06,3170.75,Active,2025-01-15,2030-01-15
CARD98807,CUST98770,Amex Elite,11035.68,5841.64,Active,2025-01-15,2030-01-15
CARD98808,CUST98830,Mastercard Standard,39672.04,3521.26,Active,2025-01-15,2030-01-15
CARD98809,CUST98992,Visa Gold,25080.28,9581.59,Active,2025-01-15,2030-01-15
CARD98810,CUST98670,Visa Platinum,45314.34,1536.45,Active,2025-01-15,2030-01-15
CARD98811,CUST98033,Mastercard Standard,16823.3,2309.12,Active,2025-01-15,2030-01-15
CARD98812,CUST98404,Visa Platinum,47049.27,2646.09,Active,2025-01-15,2030-01-15
CARD98813,CUST98663,Amex Elite,40221.74,7494.56,Active,2025-01-15,2030-01-15
CARD98814,CUST98652,Amex Elite,15099.67,4446.47,Active,2025-01-15,2030-01-15
CARD98815,CUST98047,Visa Gold,9191.09,1612.09,Active,2025-01-15,2030-01-15
CARD98816,CUST98011,Amex Elite,18518.67,8265.23,Active,2025-01-15,2030-01-15
CARD98817,CUST98353,Visa Platinum,46762.4,3692.06,Active,2025-01-15,2030-01-15
CARD98818,CUST98162,Mastercard Standard,45987.04,6743.12,Active,2025-01-15,2030-01-15
CARD98819,CUST98799,Amex Elite,6837.03,8185.93,Active,2025-01-15,2030-01-15
CARD98820,CUST98510,Visa Platinum,33291.3,7378.82,Active,2025-01-15,2030-01-15
CARD98821,CUST98514,Amex Elite,9772.21,3454.41,Active,2025-01-15,2030-01-15
CARD98822,CUST98592,Visa Platinum,38684.88,5718.13,Active,2025-01-15,2030-01-15
CARD98823,CUST98574,Amex Elite,23970.59,9941.18,Active,2025-01-15,2030-01-15
CARD98824,CUST98929,Mastercard Standard,40541.66,8867.23,Active,2025-01-15,2030-01-15
CARD98825,CUST98232,Amex Elite,46874.88,2523.87,Active,2025-01-15,2030-01-15
CARD98826,CUST98802,Amex Elite,35765.61,6037.08,Active,2025-01-15,2030-01-15
CARD98827,CUST98608,Visa Gold,30298.82,1082.55,Active,2025-01-15,2030-01-15
CARD98828,CUST98991,Visa Platinum,49422.57,7910.13,Active,2025-01-15,2030-01-15
CARD98829,CUST98486,Amex Elite,13971.86,1857.74,Active,2025-01-15,2030-01-15
CARD98830,CUST98554,Amex Elite,41956.86,7603.18,Active,2025-01-15,2030-01-15
CARD98831,CUST98148,Amex Elite,6502.48,7602.6,Active,2025-01-15,2030-01-15
CARD98832,CUST98669,Amex Elite,49278.65,1723.33,Active,2025-01-15,2030-01-15
CARD98833,CUST98752,Visa Platinum,8569.55,7208.02,Active,2025-01-15,2030-01-15
CARD98834,CUST98620,Visa Platinum,49921.28,5339.38,Active,2025-01-15,2030-01-15
CARD98835,CUST98427,Mastercard Standard,3574.69,8818.58,Active,2025-01-15,2030-01-15
CARD98836,CUST98064,Visa Gold,1976.61,6681.15,Active,2025-01-15,2030-01-15
CARD98837,CUST98037,Mastercard Standard,44205.15,5068.88,Active,2025-01-15,2030-01-15
CARD98838,CUST98157,Visa Gold,3204.65,1939.61,Active,2025-01-15,2030-01-15
CARD98839,CUST98380,Visa Platinum,44417.5,2048.27,Active,2025-01-15,2030-01-15
CARD98840,CUST98885,Amex Elite,36358.02,230.86,Active,2025-01-15,2030-01-15
CARD98841,CUST98460,Amex Elite,7518.58,3428.56,Active,2025-01-15,2030-01-15
CARD98842,CUST98719,Visa Platinum,20114.14,7314.09,Active,2025-01-15,2030-01-15
CARD98843,CUST98432,Visa Platinum,23684.21,4798.8,Active,2025-01-15,2030-01-15
CARD98844,CUST98817,Mastercard Standard,19731.32,9780.07,Active,2025-01-15,2030-01-15
CARD98845,CUST98857,Mastercard Standard,34294.31,2212.56,Active,2025-01-15,2030-01-15
CARD98846,CUST98376,Visa Platinum,49723.67,4247.37,Active,2025-01-15,2030-01-15
CARD98847,CUST98864,Amex Elite,1739.78,5663.78,Active,2025-01-15,2030-01-15
CARD98848,CUST98072,Amex Elite,4669.83,841.32,Active,2025-01-15,2030-01-15
CARD98849,CUST98233,Mastercard Standard,22325.82,2485.03,Active,2025-01-15,2030-01-15
CARD98850,CUST98527,Visa Platinum,41561.45,2881.38,Active,2025-01-15,2030-01-15
CARD98851,CUST98901,Mastercard Standard,5951.97,6439.57,Active,2025-01-15,2030-01-15
CARD98852,CUST98802,Visa Platinum,15487.47,4622.99,Active,2025-01-15,2030-01-15
CARD98853,CUST98860,Amex Elite,32660.1,6838.03,Active,2025-01-15,2030-01-15
CARD98854,CUST98848,Mastercard Standard,4059.55,7249.27,Active,2025-01-15,2030-01-15
CARD98855,CUST98349,Amex Elite,16998.52,2731.05,Active,2025-01-15,2030-01-15
CARD98856,CUST98366,Mastercard Standard,11360.98,80.56,Active,2025-01-15,2030-01-15
CARD98857,CUST98532,Visa Platinum,27540.17,1118.6,Active,2025-01-15,2030-01-15
CARD98858,CUST98206,Visa Gold,39577.27,6300.86,Active,2025-01-15,2030-01-15
CARD98859,CUST98054,Amex Elite,32962.07,7119.27,Active,2025-01-15,2030-01-15
CARD98860,CUST98094,Visa Platinum,41592.42,8448.11,Active,2025-01-15,2030-01-15
CARD98861,CUST98574,Amex Elite,22514.99,3005.15,Active,2025-01-15,2030-01-15
CARD98862,CUST98197,Visa Gold,12614.74,6845.16,Active,2025-01-15,2030-01-15
CARD98863,CUST98903,Mastercard Standard,11197.17,662.11,Active,2025-01-15,2030-01-15
CARD98864,CUST98895,Amex Elite,12713.5,7201.85,Active,2025-01-15,2030-01-15
CARD98865,CUST98147,Visa Gold,13234.85,9139.3,Active,2025-01-15,2030-01-15
CARD98866,CUST98307,Amex Elite,33855.91,65.17,Active,2025-01-15,2030-01-15
CARD98867,CUST98932,Amex Elite,46871.58,4895.41,Active,2025-01-15,2030-01-15
CARD98868,CUST98302,Mastercard Standard,4515.72,3310.83,Active,2025-01-15,2030-01-15
CARD98869,CUST98620,Mastercard Standard,16913.62,6778.07,Active,2025-01-15,2030-01-15
CARD98870,CUST98077,Amex Elite,3194.57,9862.9,Active,2025-01-15,2030-01-15
CARD98871,CUST98676,Mastercard Standard,4625.94,6084.57,Active,2025-01-15,2030-01-15
CARD98872,CUST98291,Amex Elite,25887.17,7217.98,Active,2025-01-15,2030-01-15
CARD98873,CUST98509,Amex Elite,27080.49,7258.71,Active,2025-01-15,2030-01-15
CARD98874,CUST98791,Visa Gold,25830.85,1222.79,Active,2025-01-15,2030-01-15
CARD98875,CUST98414,Amex Elite,25014.93,1372.93,Active,2025-01-15,2030-01-15
CARD98876,CUST98401,Mastercard Standard,6391.1,5102.6,Active,2025-01-15,2030-01-15
CARD98877,CUST98154,Visa Gold,9606.92,8093.35,Active,2025-01-15,2030-01-15
CARD98878,CUST98471,Mastercard Standard,7915.3,3043.15,Active,2025-01-15,2030-01-15
CARD98879,CUST98098,Visa Platinum,37480.4,6991.63,Active,2025-01-15,2030-01-15
CARD98880,CUST98242,Mastercard Standard,20369.49,939.57,Active,2025-01-15,2030-01-15
CARD98881,CUST98842,Amex Elite,3031.57,9860.23,Active,2025-01-15,2030-01-15
CARD98882,CUST98970,Visa Gold,28795.04,7576.26,Active,2025-01-15,2030-01-15
CARD98883,CUST98148,Visa Platinum,29226.33,7890.68,Active,2025-01-15,2030-01-15
CARD98884,CUST98046,Amex Elite,30978.17,9977.21,Active,2025-01-15,2030-01-15
CARD98885,CUST98677,Visa Platinum,37623.71,6096.44,Active,2025-01-15,2030-01-15
CARD98886,CUST98804,Visa Gold,7655.29,5596.03,Active,2025-01-15,2030-01-15
CARD98887,CUST98864,Mastercard Standard,6615.18,588.28,Active,2025-01-15,2030-01-15
CARD98888,CUST98999,Visa Gold,33790.46,2617.45,Active,2025-01-15,2030-01-15
CARD98889,CUST98938,Visa Gold,7488.66,8097.48,Active,2025-01-15,2030-01-15
CARD98890,CUST98580,Mastercard Standard,28116.99,2946.4,Active,2025-01-15,2030-01-15
CARD98891,CUST98030,Mastercard Standard,36250.94,5574.58,Active,2025-01-15,2030-01-15
CARD98892,CUST98639,Visa Platinum,13602.81,6736.42,Active,2025-01-15,2030-01-15
CARD98893,CUST98253,Visa Gold,20751.18,1473.0,Active,2025-01-15,2030-01-15
CARD98894,CUST98513,Visa Gold,18084.55,908.87,Active,2025-01-15,2030-01-15
CARD98895,CUST98136,Amex Elite,22320.81,3250.84,Active,2025-01-15,2030-01-15
