transaction_id,customer_id,account_number,amount,date,type,channel,merchant,description,is_fraud
TXN98530,CUST98216,ACC98913,2207.41,2025-06-27,Credit,POS,Standard Merchant,General purchase,0
TXN98531,CUST98861,ACC98804,4699.27,2025-06-09,Transfer,Online,Standard Merchant,General purchase,0
TXN98532,CUST98860,ACC98640,689.45,2025-06-21,Debit,Branch,Standard Merchant,General purchase,0
TXN98533,CUST98541,ACC98649,1434.41,2025-06-27,Credit,POS,Standard Merchant,General purchase,0
TXN98534,CUST98061,ACC98353,2015.82,2025-06-01,Transfer,POS,Standard Merchant,General purchase,0
TXN98535,CUST98510,ACC98533,4381.6,2025-06-27,Credit,POS,Standard Merchant,General purchase,0
TXN98536,CUST98473,ACC98133,2251.41,2025-06-03,Transfer,Online,Standard Merchant,General purchase,0
TXN98537,CUST98314,ACC98576,4636.91,2025-06-27,Transfer,POS,Standard Merchant,General purchase,0
TXN98538,CUST98287,ACC98945,3543.42,2025-06-20,Credit,Branch,Standard Merchant,General purchase,0
TXN98539,CUST98446,ACC98933,746.71,2025-06-10,Credit,ATM,Standard Merchant,General purchase,0
TXN98540,CUST98715,ACC98689,646.67,2025-06-06,Credit,Online,Standard Merchant,General purchase,0
TXN98541,CUST98637,ACC98641,2944.43,2025-06-08,Transfer,Online,Standard Merchant,General purchase,0
TXN98542,CUST98803,ACC98599,4064.96,2025-06-09,Debit,ATM,Standard Merchant,General purchase,0
TXN98543,CUST98604,ACC98448,3175.37,2025-06-22,Credit,Branch,Standard Merchant,General purchase,0
TXN98544,CUST98244,ACC98400,3321.56,2025-06-22,Credit,ATM,Standard Merchant,General purchase,0
TXN98545,CUST98341,ACC98503,1624.02,2025-06-21,Credit,Branch,Standard Merchant,General purchase,0
TXN98546,CUST98601,ACC98538,3167.7,2025-06-21,Credit,Branch,Standard Merchant,General purchase,0
TXN98547,CUST98653,ACC98017,1364.39,2025-06-19,Transfer,Branch,Standard Merchant,General purchase,0
TXN98548,CUST98899,ACC98277,1273.56,2025-06-21,Debit,Branch,Standard Merchant,General purchase,0
TXN98549,CUST98696,ACC98518,2370.13,2025-06-20,Debit,POS,Standard Merchant,General purchase,0
TXN98550,CUST98842,ACC98059,3657.95,2025-06-03,Transfer,Branch,Standard Merchant,General purchase,0
TXN98551,CUST98687,ACC98130,4302.91,2025-06-15,Credit,POS,Standard Merchant,General purchase,0
TXN98552,CUST98185,ACC98221,2347.28,2025-06-10,Credit,Branch,Standard Merchant,General purchase,0
TXN98553,CUST98850,ACC98459,1889.56,2025-06-26,Credit,ATM,Standard Merchant,General purchase,0
TXN98554,CUST98240,ACC98658,4107.6,2025-06-02,Debit,Online,Standard Merchant,General purchase,0
TXN98555,CUST98518,ACC98564,577.92,2025-06-23,Credit,ATM,Standard Merchant,General purchase,0
TXN98556,CUST98347,ACC98268,30.6,2025-06-11,Debit,POS,Standard Merchant,General purchase,0
TXN98557,CUST98933,ACC98623,4893.22,2025-06-30,Credit,POS,Standard Merchant,General purchase,0
TXN98558,CUST98253,ACC98129,4314.61,2025-06-16,Transfer,Online,Standard Merchant,General purchase,0
TXN98559,CUST98348,ACC98752,2690.32,2025-06-04,Debit,ATM,Standard Merchant,General purchase,0
TXN98560,CUST98852,ACC98600,3854.79,2025-06-24,Debit,Branch,Standard Merchant,General purchase,0
TXN98561,CUST98607,ACC98721,58.69,2025-06-09,Credit,ATM,Standard Merchant,General purchase,0
TXN98562,CUST98040,ACC98552,2685.09,2025-06-22,Debit,Branch,Standard Merchant,General purchase,0
TXN98563,CUST98134,ACC98059,3284.37,2025-06-03,Debit,Branch,Standard Merchant,General purchase,0
TXN98564,CUST98601,ACC98694,2751.91,2025-06-16,Credit,POS,Standard Merchant,General purchase,0
TXN98565,CUST98589,ACC98487,4532.85,2025-06-03,Transfer,ATM,Standard Merchant,General purchase,0
TXN98566,CUST98289,ACC98372,3640.69,2025-06-29,Credit,ATM,Standard Merchant,General purchase,0
TXN98567,CUST98578,ACC98803,4502.91,2025-06-12,Credit,ATM,Standard Merchant,General purchase,0
TXN98568,CUST98239,ACC98936,91.41,2025-06-18,Debit,Online,Standard Merchant,General purchase,0
TXN98569,CUST98259,ACC98607,421.86,2025-06-20,Transfer,POS,Standard Merchant,General purchase,0
TXN98570,CUST98315,ACC98486,1462.51,2025-06-22,Transfer,Branch,Standard Merchant,General purchase,0
TXN98571,CUST98254,ACC98789,975.06,2025-06-26,Credit,Online,Standard Merchant,General purchase,0
TXN98572,CUST98437,ACC98973,2066.14,2025-06-22,Debit,Branch,Standard Merchant,General purchase,0
TXN98573,CUST98640,ACC98035,1331.89,2025-06-24,Credit,ATM,Standard Merchant,General purchase,0
TXN98574,CUST98311,ACC98582,4150.87,2025-06-08,Debit,ATM,Standard Merchant,General purchase,0
TXN98575,CUST98965,ACC98113,3690.75,2025-06-20,Debit,POS,Standard Merchant,General purchase,0
TXN98576,CUST98849,ACC98093,1757.98,2025-06-21,Transfer,ATM,Standard Merchant,General purchase,0
TXN98577,CUST98276,ACC98100,2184.03,2025-06-21,Credit,Online,Standard Merchant,General purchase,0
TXN98578,CUST98022,ACC98815,2347.35,2025-06-02,Credit,POS,Standard Merchant,General purchase,0
TXN98579,CUST98957,ACC98270,3570.15,2025-06-08,Transfer,POS,Standard Merchant,General purchase,0
TXN98580,CUST98574,ACC98277,2751.3,2025-06-19,Credit,ATM,Standard Merchant,General purchase,0
TXN98581,CUST98954,ACC98432,524.43,2025-06-30,Transfer,Online,Standard Merchant,General purchase,0
TXN98582,CUST98368,ACC98465,1150.88,2025-06-27,Credit,Online,Standard Merchant,General purchase,0
TXN98583,CUST98086,ACC98318,1850.12,2025-06-30,Transfer,POS,Standard Merchant,General purchase,0
TXN98584,CUST98143,ACC98964,3243.11,2025-06-23,Transfer,POS,Standard Merchant,General purchase,0
TXN98585,CUST98320,ACC98733,886.3,2025-06-08,Credit,Branch,Standard Merchant,General purchase,0
TXN98586,CUST98168,ACC98832,3812.31,2025-06-10,Debit,ATM,Standard Merchant,General purchase,0
TXN98587,CUST98164,ACC98813,1733.26,2025-06-25,Debit,ATM,Standard Merchant,General purchase,0
TXN98588,CUST98847,ACC98858,3449.4,2025-06-04,Credit,Online,Standard Merchant,General purchase,0
TXN98589,CUST98038,ACC98320,4210.18,2025-06-19,Debit,Online,Standard Merchant,General purchase,0
TXN98590,CUST98409,ACC98890,3165.5,2025-06-23,Debit,POS,Standard Merchant,General purchase,0
TXN98591,CUST98853,ACC98165,784.71,2025-06-02,Credit,Online,Standard Merchant,General purchase,0
TXN98592,CUST98679,ACC98125,1538.24,2025-06-07,Debit,POS,Standard Merchant,General purchase,0
TXN98593,CUST98408,ACC98831,2537.68,2025-06-25,Transfer,POS,Standard Merchant,General purchase,0
TXN98594,CUST98490,ACC98688,605.2,2025-06-21,Credit,Branch,Standard Merchant,General purchase,0
TXN98595,CUST98701,ACC98202,986.73,2025-06-15,Credit,POS,Standard Merchant,General purchase,0
TXN98596,CUST98916,ACC98540,3520.13,2025-06-16,Credit,ATM,Standard Merchant,General purchase,0
TXN98597,CUST98321,ACC98444,2892.53,2025-06-30,Transfer,ATM,Standard Merchant,General purchase,0
TXN98598,CUST98476,ACC98644,4157.19,2025-06-13,Credit,POS,Standard Merchant,General purchase,0
TXN98599,CUST98653,ACC98037,3154.16,2025-06-27,Debit,Branch,Standard Merchant,General purchase,0
TXN98600,CUST98982,ACC98552,3931.7,2025-06-12,Transfer,Branch,Standard Merchant,General purchase,0
TXN98601,CUST98719,ACC98634,3931.24,2025-06-10,Transfer,Branch,Standard Merchant,General purchase,0
TXN98602,CUST98653,ACC98452,3328.63,2025-06-24,Debit,POS,Standard Merchant,General purchase,0
TXN98603,CUST98331,ACC98932,3077.63,2025-06-18,Credit,Branch,Standard Merchant,General purchase,0
TXN98604,CUST98250,ACC98510,4050.04,2025-06-19,Debit,POS,Standard Merchant,General purchase,0
TXN98605,CUST98871,ACC98804,284.18,2025-06-05,Debit,POS,Standard Merchant,General purchase,0
TXN98606,CUST98973,ACC98506,582.12,2025-06-14,Transfer,Branch,Standard Merchant,General purchase,0
TXN98607,CUST98490,ACC98153,3817.49,2025-06-25,Transfer,Branch,Standard Merchant,General purchase,0
TXN98608,CUST98654,ACC98229,357.68,2025-06-05,Transfer,POS,Standard Merchant,General purchase,0
TXN98609,CUST98602,ACC98332,3506.23,2025-06-01,Credit,POS,Standard Merchant,General purchase,0
TXN98610,CUST98489,ACC98453,873.66,2025-06-13,Debit,POS,Standard Merchant,General purchase,0
TXN98611,CUST98401,ACC98956,4961.88,2025-06-23,Credit,Branch,Standard Merchant,General purchase,0
TXN98612,CUST98241,ACC98806,4310.36,2025-06-20,Credit,POS,Standard Merchant,General purchase,0
TXN98613,CUST98531,ACC98748,658.85,2025-06-17,Credit,Online,Standard Merchant,General purchase,0
TXN98614,CUST98596,ACC98071,2744.3,2025-06-07,Debit,POS,Standard Merchant,General purchase,0
TXN98615,CUST98264,ACC98224,4208.0,2025-06-22,Credit,ATM,Standard Merchant,General purchase,0
TXN98616,CUST98165,ACC98750,3935.19,2025-06-03,Debit,ATM,Standard Merchant,General purchase,0
TXN98617,CUST98544,ACC98363,4830.35,2025-06-08,Debit,Online,Standard Merchant,General purchase,0
TXN98618,CUST98548,ACC98521,2250.05,2025-06-09,Debit,Online,Standard Merchant,General purchase,0
TXN98619,CUST98868,ACC98623,1516.55,2025-06-24,Debit,POS,Standard Merchant,General purchase,0
TXN98620,CUST98448,ACC98482,2790.64,2025-06-18,Debit,ATM,Standard Merchant,General purchase,0
TXN98621,CUST98919,ACC98597,4783.05,2025-06-30,Transfer,Branch,Standard Merchant,General purchase,0
TXN98622,CUST98812,ACC98905,1028.79,2025-06-08,Transfer,POS,Standard Merchant,General purchase,0
TXN98623,CUST98692,ACC98173,1576.55,2025-06-22,Debit,Online,Standard Merchant,General purchase,0
TXN98624,CUST98462,ACC98347,817.01,2025-06-23,Transfer,ATM,Standard Merchant,General purchase,0
TXN98625,CUST98596,ACC98045,891.59,2025-06-17,Transfer,Online,Standard Merchant,General purchase,0
TXN98626,CUST98552,ACC98356,2727.12,2025-06-25,Debit,POS,Standard Merchant,General purchase,0
TXN98627,CUST98488,ACC98127,1578.92,2025-06-24,Debit,POS,Standard Merchant,General purchase,0
TXN98628,CUST98942,ACC98817,4790.9,2025-06-02,Transfer,POS,Standard Merchant,General purchase,0
TXN98629,CUST98221,ACC98298,2640.22,2025-06-27,Credit,Online,Standard Merchant,General purchase,0
TXN98630,CUST98179,ACC98635,756.77,2025-06-12,Transfer,ATM,Standard Merchant,General purchase,0
TXN98631,CUST98607,ACC98958,717.48,2025-06-23,Transfer,POS,Standard Merchant,General purchase,0
TXN98632,CUST98326,ACC98583,2283.13,2025-06-25,Debit,ATM,Standard Merchant,General purchase,0
TXN98633,CUST98791,ACC98126,254.52,2025-06-07,Credit,ATM,Standard Merchant,General purchase,0
TXN98634,CUST98131,ACC98358,3642.66,2025-06-27,Transfer,POS,Standard Merchant,General purchase,0
TXN98635,CUST98718,ACC98336,1432.98,2025-06-10,Credit,Branch,Standard Merchant,General purchase,0
TXN98636,CUST98683,ACC98713,401.01,2025-06-22,Debit,ATM,Standard Merchant,General purchase,0
TXN98637,CUST98327,ACC98984,2322.6,2025-06-09,Transfer,POS,Standard Merchant,General purchase,0
TXN98638,CUST98874,ACC98416,4432.14,2025-06-22,Transfer,ATM,Standard Merchant,General purchase,0
TXN98639,CUST98678,ACC98964,4836.79,2025-06-08,Credit,Branch,Standard Merchant,General purchase,0
TXN98640,CUST98497,ACC98650,3472.38,2025-06-09,Debit,Online,Standard Merchant,General purchase,0
TXN98641,CUST98234,ACC98631,1309.66,2025-06-22,Debit,Online,Standard Merchant,General purchase,0
TXN98642,CUST98824,ACC98583,2811.91,2025-06-21,Debit,Online,Standard Merchant,General purchase,0
TXN98643,CUST98919,ACC98769,2793.23,2025-06-21,Debit,ATM,Standard Merchant,General purchase,0
TXN98644,CUST98978,ACC98953,2288.67,2025-06-06,Credit,Online,Standard Merchant,General purchase,0
TXN98645,CUST98763,ACC98167,3142.76,2025-06-17,Debit,POS,Standard Merchant,General purchase,0
TXN98646,CUST98143,ACC98036,4747.83,2025-06-02,Transfer,Online,Standard Merchant,General purchase,0
TXN98647,CUST98041,ACC98990,2147.11,2025-06-09,Transfer,Online,Standard Merchant,General purchase,0
TXN98648,CUST98059,ACC98289,1635.01,2025-06-04,Debit,Online,Standard Merchant,General purchase,0
TXN98649,CUST98794,ACC98557,2885.62,2025-06-27,Credit,POS,Standard Merchant,General purchase,0
TXN98650,CUST98323,ACC98164,3630.67,2025-06-22,Debit,POS,Standard Merchant,General purchase,0
TXN98651,CUST98985,ACC98223,1671.21,2025-06-06,Transfer,Online,Standard Merchant,General purchase,0
TXN98652,CUST98182,ACC98152,3823.84,2025-06-16,Credit,Online,Standard Merchant,General purchase,0
TXN98653,CUST98394,ACC98286,3195.06,2025-06-08,Transfer,ATM,Standard Merchant,General purchase,0
TXN98654,CUST98351,ACC98669,1305.75,2025-06-07,Debit,POS,Standard Merchant,General purchase,0
TXN98655,CUST98199,ACC98789,3164.32,2025-06-30,Transfer,Branch,Standard Merchant,General purchase,0
TXN98656,CUST98815,ACC98248,623.37,2025-06-25,Transfer,Branch,Standard Merchant,General purchase,0
TXN98657,CUST98578,ACC98436,1763.18,2025-06-28,Debit,Online,Standard Merchant,General purchase,0
TXN98658,CUST98263,ACC98883,1041.37,2025-06-28,Transfer,ATM,Standard Merchant,General purchase,0
TXN98659,CUST98159,ACC98465,4347.48,2025-06-07,Debit,ATM,Standard Merchant,General purchase,0
TXN98660,CUST98762,ACC98625,372.64,2025-06-05,Transfer,Online,Standard Merchant,General purchase,0
TXN98661,CUST98602,ACC98176,3405.64,2025-06-02,Transfer,POS,Standard Merchant,General purchase,0
TXN98662,CUST98960,ACC98104,264.47,2025-06-24,Credit,Online,Standard Merchant,General purchase,0
TXN98663,CUST98091,ACC98582,2348.59,2025-06-30,Debit,POS,Standard Merchant,General purchase,0
TXN98664,CUST98452,ACC98397,2382.79,2025-06-19,Transfer,Online,Standard Merchant,General purchase,0
TXN98665,CUST98676,ACC98792,4857.93,2025-06-25,Transfer,POS,Standard Merchant,General purchase,0
TXN98666,CUST98844,ACC98571,2789.2,2025-06-10,Transfer,POS,Standard Merchant,General purchase,0
TXN98667,CUST98977,ACC98162,466.51,2025-06-28,Transfer,POS,Standard Merchant,General purchase,0
TXN98668,CUST98864,ACC98464,2901.16,2025-06-30,Debit,POS,Standard Merchant,General purchase,0
TXN98669,CUST98498,ACC98302,1183.56,2025-06-10,Transfer,ATM,Standard Merchant,General purchase,0
TXN98670,CUST98038,ACC98929,789.25,2025-06-16,Debit,Online,Standard Merchant,General purchase,0
TXN98671,CUST98110,ACC98021,4007.24,2025-06-11,Debit,ATM,Standard Merchant,General purchase,0
TXN98672,CUST98024,ACC98553,489.35,2025-06-27,Transfer,Online,Standard Merchant,General purchase,0
TXN98673,CUST98821,ACC98983,1221.5,2025-06-21,Credit,POS,Standard Merchant,General purchase,0
TXN98674,CUST98313,ACC98066,3934.52,2025-06-01,Transfer,Online,Standard Merchant,General purchase,0
TXN98675,CUST98020,ACC98843,4439.7,2025-06-16,Debit,Branch,Standard Merchant,General purchase,0
TXN98676,CUST98661,ACC98446,4769.87,2025-06-04,Debit,Online,Standard Merchant,General purchase,0
TXN98677,CUST98388,ACC98745,4364.69,2025-06-13,Credit,Online,Standard Merchant,General purchase,0
TXN98678,CUST98588,ACC98277,1419.0,2025-06-26,Transfer,POS,Standard Merchant,General purchase,0
TXN98679,CUST98994,ACC98339,2102.18,2025-06-01,Credit,Online,Standard Merchant,General purchase,0
TXN98680,CUST98831,ACC98444,4324.84,2025-06-13,Debit,Online,Standard Merchant,General purchase,0
TXN98681,CUST98505,ACC98119,4365.89,2025-06-29,Transfer,Branch,Standard Merchant,General purchase,0
TXN98682,CUST98042,ACC98544,2517.6,2025-06-07,Transfer,ATM,Standard Merchant,General purchase,0
TXN98683,CUST98631,ACC98023,3059.69,2025-06-18,Debit,ATM,Standard Merchant,General purchase,0
TXN98684,CUST98817,ACC98978,2469.69,2025-06-18,Debit,ATM,Standard Merchant,General purchase,0
TXN98685,CUST98010,ACC98723,1158.03,2025-06-14,Transfer,Branch,Standard Merchant,General purchase,0
TXN98686,CUST981000,ACC98788,1055.24,2025-06-12,Credit,POS,Standard Merchant,General purchase,0
TXN98687,CUST98751,ACC98092,1929.8,2025-06-22,Credit,POS,Standard Merchant,General purchase,0
TXN98688,CUST98319,ACC98259,28.39,2025-06-28,Transfer,ATM,Standard Merchant,General purchase,0
TXN98689,CUST98370,ACC98031,1222.82,2025-06-08,Debit,POS,Standard Merchant,General purchase,0
TXN98690,CUST98872,ACC98632,1475.71,2025-06-16,Credit,Online,Standard Merchant,General purchase,0
TXN98691,CUST98086,ACC98021,1098.49,2025-06-01,Transfer,ATM,Standard Merchant,General purchase,0
TXN98692,CUST98555,ACC98978,3596.64,2025-06-20,Credit,ATM,Standard Merchant,General purchase,0
TXN98693,CUST98515,ACC98966,1952.4,2025-06-04,Credit,Branch,Standard Merchant,General purchase,0
TXN98694,CUST98460,ACC98310,4351.52,2025-06-14,Debit,POS,Standard Merchant,General purchase,0
TXN98695,CUST98631,ACC98891,329.84,2025-06-20,Transfer,ATM,Standard Merchant,General purchase,0
TXN98696,CUST98984,ACC98194,4646.93,2025-06-04,Debit,Online,Standard Merchant,General purchase,0
TXN98697,CUST98291,ACC98138,532.07,2025-06-28,Debit,ATM,Standard Merchant,General purchase,0
TXN98698,CUST98721,ACC98789,419.36,2025-06-18,Transfer,POS,Standard Merchant,General purchase,0
TXN98699,CUST98311,ACC98128,1361.19,2025-06-08,Debit,Online,Standard Merchant,General purchase,0
TXN98700,CUST98791,ACC98190,4895.76,2025-06-12,Credit,Branch,Standard Merchant,General purchase,0
TXN98701,CUST98594,ACC98701,4983.67,2025-06-01,Debit,POS,Standard Merchant,General purchase,0
TXN98702,CUST98679,ACC98386,1234.2,2025-06-22,Debit,Branch,Standard Merchant,General purchase,0
TXN98703,CUST98816,ACC98449,382.64,2025-06-23,Credit,POS,Standard Merchant,General purchase,0
TXN98704,CUST98535,ACC98207,2060.9,2025-06-03,Debit,POS,Standard Merchant,General purchase,0
TXN98705,CUST98707,ACC98270,1953.5,2025-06-08,Debit,Online,Standard Merchant,General purchase,0
TXN98706,CUST98436,ACC98550,4232.84,2025-06-29,Credit,Online,Standard Merchant,General purchase,0
TXN98707,CUST98915,ACC98066,4508.75,2025-06-27,Transfer,Online,Standard Merchant,General purchase,0
TXN98708,CUST98231,ACC98901,837.71,2025-06-14,Transfer,POS,Standard Merchant,General purchase,0
TXN98709,CUST98844,ACC98034,953.01,2025-06-02,Debit,POS,Standard Merchant,General purchase,0
TXN98710,CUST98718,ACC98924,1094.7,2025-06-23,Transfer,Branch,Standard Merchant,General purchase,0
TXN98711,CUST98198,ACC98171,2711.8,2025-06-16,Transfer,ATM,Standard Merchant,General purchase,0
TXN98712,CUST98774,ACC98616,1746.62,2025-06-05,Credit,ATM,Standard Merchant,General purchase,0
TXN98713,CUST98996,ACC98534,2536.74,2025-06-17,Debit,ATM,Standard Merchant,General purchase,0
TXN98714,CUST98429,ACC98400,2091.18,2025-06-07,Transfer,Online,Standard Merchant,General purchase,0
TXN98715,CUST98494,ACC98376,3754.81,2025-06-18,Debit,Online,Standard Merchant,General purchase,0
TXN98716,CUST98273,ACC98294,1368.64,2025-06-08,Credit,Branch,Standard Merchant,General purchase,0
TXN98717,CUST98694,ACC98163,1218.48,2025-06-06,Debit,Branch,Standard Merchant,General purchase,0
TXN98718,CUST98421,ACC98165,814.16,2025-06-03,Debit,POS,Standard Merchant,General purchase,0
TXN98719,CUST98690,ACC98854,3438.12,2025-06-12,Credit,Branch,Standard Merchant,General purchase,0
TXN98720,CUST98520,ACC98628,2486.36,2025-06-23,Transfer,Branch,Standard Merchant,General purchase,0
TXN98721,CUST98874,ACC98932,4279.39,2025-06-28,Debit,POS,Standard Merchant,General purchase,0
TXN98722,CUST98706,ACC98280,2283.56,2025-06-18,Credit,Branch,Standard Merchant,General purchase,0
TXN98723,CUST98060,ACC98622,1770.76,2025-06-07,Credit,Online,Standard Merchant,General purchase,0
TXN98724,CUST98705,ACC98945,2933.21,2025-06-12,Debit,Branch,Standard Merchant,General purchase,0
TXN98725,CUST98733,ACC98673,3315.23,2025-06-26,Transfer,Online,Standard Merchant,General purchase,0
TXN98726,CUST98889,ACC98310,3707.36,2025-06-22,Transfer,Online,Standard Merchant,General purchase,0
TXN98727,CUST98748,ACC98301,943.63,2025-06-09,Transfer,Online,Standard Merchant,General purchase,0
TXN98728,CUST98738,ACC98721,832.98,2025-06-14,Debit,POS,Standard Merchant,General purchase,0
TXN98729,CUST98572,ACC98315,2652.0,2025-06-29,Credit,POS,Standard Merchant,General purchase,0
TXN98730,CUST98951,ACC98695,1192.16,2025-06-05,Transfer,POS,Standard Merchant,General purchase,0
TXN98731,CUST98939,ACC98758,549.36,2025-06-26,Debit,Online,Standard Merchant,General purchase,0
TXN98732,CUST98144,ACC98573,1629.23,2025-06-28,Transfer,POS,Standard Merchant,General purchase,0
TXN98733,CUST98373,ACC98042,4981.61,2025-06-11,Debit,ATM,Standard Merchant,General purchase,0
TXN98734,CUST98317,ACC98267,3225.48,2025-06-06,Credit,ATM,Standard Merchant,General purchase,0
TXN98735,CUST98713,ACC98374,484.7,2025-06-18,Credit,POS,Standard Merchant,General purchase,0
TXN98736,CUST98606,ACC98035,2227.84,2025-06-14,Debit,Online,Standard Merchant,General purchase,0
TXN98737,CUST98384,ACC98940,913.83,2025-06-21,Transfer,ATM,Standard Merchant,General purchase,0
TXN98738,CUST98915,ACC98746,2774.38,2025-06-23,Debit,Online,Standard Merchant,General purchase,0
TXN98739,CUST98353,ACC98618,3169.73,2025-06-18,Debit,ATM,Standard Merchant,General purchase,0
TXN98740,CUST98997,ACC98206,3901.21,2025-06-14,Credit,ATM,Standard Merchant,General purchase,0
TXN98741,CUST98073,ACC98070,813.5,2025-06-27,Transfer,ATM,Standard Merchant,General purchase,0
TXN98742,CUST98249,ACC98700,765.19,2025-06-30,Debit,ATM,Standard Merchant,General purchase,0
TXN98743,CUST98130,ACC98718,195.45,2025-06-08,Transfer,POS,Standard Merchant,General purchase,0
TXN98744,CUST98752,ACC98618,1410.81,2025-06-29,Transfer,ATM,Standard Merchant,General purchase,0
TXN98745,CUST98300,ACC98355,4448.4,2025-06-01,Debit,Branch,Standard Merchant,General purchase,0
TXN98746,CUST98178,ACC98087,4688.5,2025-06-06,Debit,Branch,Standard Merchant,General purchase,0
TXN98747,CUST98437,ACC98989,3917.76,2025-06-06,Transfer,Branch,Standard Merchant,General purchase,0
TXN98748,CUST98632,ACC98622,3098.43,2025-06-05,Transfer,ATM,Standard Merchant,General purchase,0
TXN98749,CUST98081,ACC98023,4686.24,2025-06-02,Debit,Online,Standard Merchant,General purchase,0
TXN98750,CUST98882,ACC98212,2471.53,2025-06-21,Debit,ATM,Standard Merchant,General purchase,0
TXN98751,CUST98263,ACC98704,96.81,2025-06-13,Transfer,Online,Standard Merchant,General purchase,0
TXN98752,CUST98211,ACC98736,2354.1,2025-06-11,Transfer,Online,Standard Merchant,General purchase,0
TXN98753,CUST98863,ACC98917,3376.21,2025-06-23,Transfer,Branch,Standard Merchant,General purchase,0
TXN98754,CUST98219,ACC98989,4117.16,2025-06-14,Credit,Branch,Standard Merchant,General purchase,0
TXN98755,CUST98737,ACC98849,1842.24,2025-06-17,Transfer,POS,Standard Merchant,General purchase,0
TXN98756,CUST98889,ACC98649,3875.87,2025-06-03,Credit,Branch,Standard Merchant,General purchase,0
TXN98757,CUST98126,ACC98192,2056.31,2025-06-06,Credit,Branch,Standard Merchant,General purchase,0
TXN98758,CUST98840,ACC98090,132.13,2025-06-12,Credit,POS,Standard Merchant,General purchase,0
TXN98759,CUST98116,ACC98168,4216.94,2025-06-27,Debit,POS,Standard Merchant,General purchase,0
TXN98760,CUST98681,ACC98310,2410.88,2025-06-04,Transfer,POS,Standard Merchant,General purchase,0
TXN98761,CUST98191,ACC98874,1608.57,2025-06-20,Transfer,Branch,Standard Merchant,General purchase,0
TXN98762,CUST98936,ACC98977,583.58,2025-06-03,Credit,POS,Standard Merchant,General purchase,0
TXN98763,CUST98391,ACC98890,472.08,2025-06-16,Transfer,Online,Standard Merchant,General purchase,0
TXN98764,CUST98450,ACC98079,217.81,2025-06-09,Transfer,POS,Standard Merchant,General purchase,0
TXN98765,CUST98759,ACC98716,2330.27,2025-06-10,Debit,Online,Standard Merchant,General purchase,0
TXN98766,CUST98223,ACC98777,43.14,2025-06-28,Transfer,Online,Standard Merchant,General purchase,0
TXN98767,CUST98960,ACC98866,2868.96,2025-06-25,Debit,Online,Standard Merchant,General purchase,0
TXN98768,CUST98736,ACC98843,4101.13,2025-06-07,Debit,POS,Standard Merchant,General purchase,0
TXN98769,CUST98369,ACC98633,1415.34,2025-06-18,Transfer,Branch,Standard Merchant,General purchase,0
TXN98770,CUST98310,ACC98388,497.59,2025-06-19,Debit,ATM,Standard Merchant,General purchase,0
TXN98771,CUST98360,ACC98556,2646.18,2025-06-01,Debit,Branch,Standard Merchant,General purchase,0
TXN98772,CUST98954,ACC98219,2688.42,2025-06-09,Transfer,POS,Standard Merchant,General purchase,0
TXN98773,CUST98865,ACC98502,3497.53,2025-06-24,Credit,ATM,Standard Merchant,General purchase,0
TXN98774,CUST98235,ACC98407,4452.71,2025-06-28,Transfer,Branch,Standard Merchant,General purchase,0
TXN98775,CUST98363,ACC98862,1563.65,2025-06-23,Credit,Branch,Standard Merchant,General purchase,0
TXN98776,CUST98137,ACC98689,339.61,2025-06-09,Debit,ATM,Standard Merchant,General purchase,0
TXN98777,CUST98564,ACC98863,3235.05,2025-06-05,Credit,ATM,Standard Merchant,General purchase,0
TXN98778,CUST98665,ACC98049,1837.17,2025-06-21,Credit,Branch,Standard Merchant,General purchase,0
TXN98779,CUST98311,ACC98391,2041.62,2025-06-07,Credit,Branch,Standard Merchant,General purchase,0
TXN98780,CUST98237,ACC98374,1913.31,2025-06-18,Credit,Online,Standard Merchant,General purchase,0
TXN98781,CUST98631,ACC98142,2656.54,2025-06-11,Transfer,ATM,Standard Merchant,General purchase,0
TXN98782,CUST98146,ACC98477,2202.95,2025-06-04,Transfer,Branch,Standard Merchant,General purchase,0
TXN98783,CUST98212,ACC98334,3592.65,2025-06-02,Debit,POS,Standard Merchant,General purchase,0
TXN98784,CUST98468,ACC98050,4162.25,2025-06-14,Debit,Branch,Standard Merchant,General purchase,0
TXN98785,CUST98568,ACC98107,4633.98,2025-06-10,Credit,Branch,Standard Merchant,General purchase,0
TXN98786,CUST98460,ACC98912,2637.54,2025-06-12,Transfer,POS,Standard Merchant,General purchase,0
TXN98787,CUST98886,ACC98681,4506.89,2025-06-19,Transfer,Branch,Standard Merchant,General purchase,0
TXN98788,CUST98834,ACC98828,2108.36,2025-06-06,Credit,Branch,Standard Merchant,General purchase,0
TXN98789,CUST98299,ACC98325,353.99,2025-06-22,Debit,Online,Standard Merchant,General purchase,0
TXN98790,CUST98941,ACC98031,2084.57,2025-06-30,Credit,POS,Standard Merchant,General purchase,0
TXN98791,CUST98174,ACC98699,3980.08,2025-06-13,Debit,ATM,Standard Merchant,General purchase,0
TXN98792,CUST98191,ACC98067,2288.95,2025-06-04,Credit,POS,Standard Merchant,General purchase,0
TXN98793,CUST98287,ACC98448,2059.95,2025-06-13,Debit,Online,Standard Merchant,General purchase,0
TXN98794,CUST98480,ACC98834,4678.45,2025-06-26,Transfer,Online,Standard Merchant,General purchase,0
